 time [ms],current channel 1
0,0.861713
0.8192,0.861599
1.6384,0.861506
2.4576,0.861436
3.2768,0.861377
4.096,0.861311
4.9152,0.8612
5.7344,0.861175
6.5536,0.861104
7.3728,0.861016
8.192,0.860999
9.0112,0.86097
9.8304,0.860952
10.6496,0.860948
11.4688,0.861054
12.288,0.861178
13.1072,0.861289
13.9264,0.861403
14.7456,0.861583
15.5648,0.861778
16.384,0.86192
17.2032,0.862102
18.0224,0.862288
18.8416,0.862437
19.6608,0.862469
20.48,0.862566
21.2992,0.862555
22.1184,0.862498
22.9376,0.862422
23.7568,0.86236
24.576,0.862223
25.3952,0.862132
26.2144,0.862045
27.0336,0.86194
27.8528,0.861882
28.672,0.861838
29.4912,0.861768
30.3104,0.861764
31.1296,0.861771
31.9488,0.861742
32.768,0.861769
33.5872,0.861764
34.4064,0.861766
35.2256,0.861808
36.0448,0.861797
36.864,0.861904
37.6832,0.861869
38.5024,0.861869
39.3216,0.861951
40.1408,0.861951
40.96,0.861918
41.7792,0.861935
42.5984,0.861905
43.4176,0.861889
44.2368,0.861762
45.056,0.861708
45.8752,0.861526
46.6944,0.861423
47.5136,0.861209
48.3328,0.861031
49.152,0.860935
49.9712,0.860716
50.7904,0.860551
51.6096,0.860426
52.4288,0.860302
53.248,0.860174
54.0672,0.8601
54.8864,0.860049
55.7056,0.860074
56.5248,0.860028
57.344,0.86003
58.1632,0.860082
58.9824,0.860031
59.8016,0.860037
60.6208,0.860035
61.44,0.860043
62.2592,0.860048
63.0784,0.860048
63.8976,0.860046
64.7168,0.860118
65.536,0.860152
66.3552,0.86022
67.1744,0.860309
67.9936,0.860438
68.8128,0.860473
69.632,0.860582
70.4512,0.86073
71.2704,0.860768
72.0896,0.86086
72.9088,0.860938
73.728,0.860976
74.5472,0.860986
75.3664,0.86092
76.1856,0.860864
77.0048,0.860781
77.824,0.860757
78.6432,0.86063
79.4624,0.860554
80.2816,0.860458
81.1008,0.860421
81.92,0.860376
82.7392,0.860385
83.5584,0.86045
84.3776,0.860469
85.1968,0.860556
86.016,0.860684
86.8352,0.860816
87.6544,0.860901
88.4736,0.861036
89.2928,0.861144
90.112,0.861197
90.9312,0.861359
91.7504,0.861329
92.5696,0.861373
93.3888,0.861379
94.208,0.861428
95.0272,0.861367
95.8464,0.861364
96.6656,0.86125
97.4848,0.861287
98.304,0.86125
99.1232,0.861333
99.9424,0.86132
100.7616,0.861404
101.5808,0.861463
102.4,0.861563
103.2192,0.861665
104.0384,0.861698
104.8576,0.861727
105.6768,0.861738
106.496,0.861766
107.3152,0.861751
108.1344,0.861704
108.9536,0.861663
109.7728,0.861604
