 time [ms],current channel 1
0,1.16781
0.8192,1.16768
1.6384,1.16796
2.4576,1.16798
3.2768,1.16791
4.096,1.16793
4.9152,1.1678
5.7344,1.1682
6.5536,1.16783
7.3728,1.16777
8.192,1.16731
9.0112,1.16751
9.8304,1.1676
10.6496,1.16723
11.4688,1.16736
12.288,1.167
13.1072,1.16644
13.9264,1.16686
14.7456,1.16689
15.5648,1.16694
16.384,1.16655
17.2032,1.16701
18.0224,1.16653
18.8416,1.16671
19.6608,1.16678
20.48,1.16654
21.2992,1.16742
22.1184,1.16731
22.9376,1.16708
23.7568,1.16734
24.576,1.16732
25.3952,1.16757
26.2144,1.16775
27.0336,1.16772
27.8528,1.16785
28.672,1.16787
29.4912,1.1681
30.3104,1.16771
31.1296,1.1677
31.9488,1.16706
32.768,1.1673
33.5872,1.16724
34.4064,1.16734
35.2256,1.16647
36.0448,1.16676
36.864,1.16697
37.6832,1.1669
38.5024,1.1669
39.3216,1.16694
40.1408,1.16665
40.96,1.16694
41.7792,1.16697
42.5984,1.16653
43.4176,1.16671
44.2368,1.16702
45.056,1.16647
45.8752,1.16764
46.6944,1.16741
47.5136,1.16747
48.3328,1.16725
49.152,1.16731
49.9712,1.16755
50.7904,1.16789
51.6096,1.16793
52.4288,1.16776
53.248,1.16774
54.0672,1.16772
54.8864,1.16802
55.7056,1.16812
56.5248,1.16723
57.344,1.16749
58.1632,1.16734
58.9824,1.16741
59.8016,1.16706
60.6208,1.16694
61.44,1.16689
62.2592,1.16702
63.0784,1.16695
63.8976,1.16651
64.7168,1.16649
65.536,1.16699
66.3552,1.1667
67.1744,1.16687
67.9936,1.16653
68.8128,1.16652
69.632,1.16659
70.4512,1.16647
71.2704,1.16651
72.0896,1.16686
72.9088,1.16676
73.728,1.16676
74.5472,1.1669
75.3664,1.16731
76.1856,1.1672
77.0048,1.1674
77.824,1.16752
78.6432,1.16736
79.4624,1.16814
80.2816,1.1677
81.1008,1.16773
81.92,1.16806
82.7392,1.16779
83.5584,1.1673
84.3776,1.16738
85.1968,1.16748
86.016,1.16711
86.8352,1.16725
87.6544,1.16711
88.4736,1.1675
89.2928,1.16715
90.112,1.1679
90.9312,1.16812
91.7504,1.16773
92.5696,1.16771
93.3888,1.16819
94.208,1.16766
95.0272,1.16798
95.8464,1.16799
96.6656,1.16799
97.4848,1.16803
98.304,1.16736
99.1232,1.16707
99.9424,1.16757
100.7616,1.16747
101.5808,1.16732
102.4,1.16762
103.2192,1.16707
104.0384,1.16732
104.8576,1.16731
105.6768,1.16725
106.496,1.16745
107.3152,1.1675
108.1344,1.16746
108.9536,1.1673
109.7728,1.16735
110.592,1.16742
111.4112,1.16762
112.2304,1.16715
113.0496,1.16662
113.8688,1.16668
114.688,1.1667
115.5072,1.16696
116.3264,1.16687
117.1456,1.16654
117.9648,1.16674
118.784,1.167
119.6032,1.16661
120.4224,1.16658
121.2416,1.16704
122.0608,1.16605
122.88,1.16592
123.6992,1.16613
124.5184,1.16624
125.3376,1.16635
126.1568,1.16596
126.976,1.16638
127.7952,1.16612
128.6144,1.16638
129.4336,1.16612
130.2528,1.1663
131.072,1.16589
131.8912,1.16631
132.7104,1.16595
133.5296,1.16639
134.3488,1.16606
135.168,1.16633
