 time [ms],current channel 1
0,1.13698
0.8192,1.13697
1.6384,1.13702
2.4576,1.13705
3.2768,1.13705
4.096,1.1371
4.9152,1.13712
5.7344,1.13719
6.5536,1.13718
7.3728,1.13714
8.192,1.13715
9.0112,1.13709
9.8304,1.13713
10.6496,1.13704
11.4688,1.137
12.288,1.13699
13.1072,1.13691
13.9264,1.13685
14.7456,1.13684
15.5648,1.13689
16.384,1.13678
17.2032,1.13681
18.0224,1.13682
18.8416,1.13676
19.6608,1.13677
20.48,1.13666
21.2992,1.13665
22.1184,1.13652
22.9376,1.13642
23.7568,1.1363
24.576,1.13617
25.3952,1.13605
26.2144,1.13595
27.0336,1.1358
27.8528,1.13578
28.672,1.13576
29.4912,1.13579
30.3104,1.13583
31.1296,1.13587
31.9488,1.13597
32.768,1.13602
33.5872,1.13606
34.4064,1.13613
35.2256,1.13617
36.0448,1.13621
36.864,1.13617
37.6832,1.13613
38.5024,1.13604
39.3216,1.13599
40.1408,1.13592
40.96,1.1359
41.7792,1.13586
42.5984,1.13588
43.4176,1.13588
44.2368,1.13595
45.056,1.1361
45.8752,1.13617
46.6944,1.1364
47.5136,1.13657
48.3328,1.13668
49.152,1.13685
49.9712,1.13696
50.7904,1.13708
51.6096,1.13725
52.4288,1.13727
53.248,1.13738
54.0672,1.13734
54.8864,1.13736
55.7056,1.13729
56.5248,1.13725
57.344,1.13715
58.1632,1.13704
58.9824,1.13694
59.8016,1.1368
60.6208,1.13668
61.44,1.13657
62.2592,1.13642
63.0784,1.13628
63.8976,1.13622
64.7168,1.13621
65.536,1.13619
66.3552,1.13618
67.1744,1.13617
67.9936,1.13625
68.8128,1.13634
69.632,1.13635
70.4512,1.13645
71.2704,1.13656
72.0896,1.13662
72.9088,1.1367
73.728,1.13667
74.5472,1.13666
75.3664,1.13667
76.1856,1.13664
77.0048,1.13658
77.824,1.13648
78.6432,1.13646
79.4624,1.13637
80.2816,1.13634
81.1008,1.13626
81.92,1.13625
82.7392,1.13628
83.5584,1.13632
84.3776,1.13638
85.1968,1.13644
86.016,1.13656
86.8352,1.13668
87.6544,1.13678
88.4736,1.13696
89.2928,1.13709
90.112,1.13722
90.9312,1.13731
91.7504,1.13734
92.5696,1.13744
93.3888,1.13748
94.208,1.13743
95.0272,1.13743
95.8464,1.13736
96.6656,1.13731
97.4848,1.13722
98.304,1.13712
99.1232,1.13706
99.9424,1.13697
100.7616,1.13688
101.5808,1.13678
102.4,1.13676
103.2192,1.13664
104.0384,1.13654
104.8576,1.13647
105.6768,1.13649
106.496,1.13645
107.3152,1.1364
108.1344,1.13631
108.9536,1.13625
109.7728,1.13619
110.592,1.13619
111.4112,1.13612
112.2304,1.13607
113.0496,1.13603
113.8688,1.13595
114.688,1.13593
115.5072,1.1359
116.3264,1.13586
117.1456,1.1359
117.9648,1.1359
118.784,1.1359
119.6032,1.13596
120.4224,1.13596
121.2416,1.13594
122.0608,1.13592
122.88,1.13595
123.6992,1.13602
124.5184,1.136
125.3376,1.13599
126.1568,1.136
126.976,1.13609
127.7952,1.13607
128.6144,1.13612
129.4336,1.13619
130.2528,1.13625
131.072,1.13629
131.8912,1.1364
132.7104,1.13649
133.5296,1.13654
134.3488,1.13664
135.168,1.13666
135.9872,1.13672
136.8064,1.13673
137.6256,1.13672
138.4448,1.13678
139.264,1.13678
140.0832,1.13677
140.9024,1.13677
141.7216,1.13683
142.5408,1.13682
143.36,1.13678
144.1792,1.13674
144.9984,1.13674
145.8176,1.1367
146.6368,1.13668
147.456,1.13661
148.2752,1.13651
149.0944,1.13644
149.9136,1.13633
150.7328,1.13624
151.552,1.13611
152.3712,1.1361
153.1904,1.13604
154.0096,1.13594
154.8288,1.13597
155.648,1.13596
156.4672,1.13603
157.2864,1.13607
158.1056,1.13612
158.9248,1.13621
159.744,1.13633
160.5632,1.13645
161.3824,1.13647
