 time [ms],current channel 1
0,0.996389
0.8192,0.996387
1.6384,0.996349
2.4576,0.996293
3.2768,0.996302
4.096,0.996237
4.9152,0.996238
5.7344,0.996197
6.5536,0.996141
7.3728,0.996106
8.192,0.996094
9.0112,0.996072
9.8304,0.996059
10.6496,0.99598
11.4688,0.995968
12.288,0.995996
13.1072,0.995996
13.9264,0.996008
14.7456,0.996037
15.5648,0.996064
16.384,0.996071
17.2032,0.996126
18.0224,0.996135
18.8416,0.996189
19.6608,0.996148
20.48,0.996243
21.2992,0.996223
22.1184,0.99634
22.9376,0.996443
23.7568,0.996522
24.576,0.996661
25.3952,0.996851
26.2144,0.997001
27.0336,0.997258
27.8528,0.997476
28.672,0.997632
29.4912,0.997759
30.3104,0.997948
31.1296,0.997981
31.9488,0.998066
32.768,0.998142
33.5872,0.998077
34.4064,0.997983
35.2256,0.997911
36.0448,0.997805
36.864,0.997719
37.6832,0.997571
38.5024,0.997478
39.3216,0.997329
40.1408,0.997162
40.96,0.997037
41.7792,0.996931
42.5984,0.99671
43.4176,0.996529
44.2368,0.996404
45.056,0.99627
45.8752,0.996132
46.6944,0.996063
47.5136,0.99598
48.3328,0.995937
49.152,0.995952
49.9712,0.99597
50.7904,0.996086
51.6096,0.996217
52.4288,0.996402
53.248,0.996603
54.0672,0.996863
54.8864,0.997006
55.7056,0.997201
56.5248,0.997356
57.344,0.997436
58.1632,0.997515
58.9824,0.997511
59.8016,0.99747
60.6208,0.997343
61.44,0.9972
62.2592,0.997051
63.0784,0.996828
63.8976,0.996674
64.7168,0.996453
65.536,0.996292
66.3552,0.996197
67.1744,0.996066
67.9936,0.996034
68.8128,0.996034
69.632,0.996059
70.4512,0.996172
71.2704,0.996211
72.0896,0.996361
72.9088,0.996494
73.728,0.996596
74.5472,0.996664
75.3664,0.996758
76.1856,0.996857
77.0048,0.996901
77.824,0.996919
78.6432,0.996941
79.4624,0.996982
80.2816,0.996957
81.1008,0.99695
81.92,0.997052
82.7392,0.997001
83.5584,0.997082
84.3776,0.997088
85.1968,0.997086
86.016,0.997082
86.8352,0.99709
87.6544,0.997
88.4736,0.99698
