 time [ms],current channel 1
0,1.26486
0.8192,1.26493
1.6384,1.2646
2.4576,1.26429
3.2768,1.26427
4.096,1.26429
4.9152,1.26446
5.7344,1.26457
6.5536,1.26445
7.3728,1.26445
8.192,1.26467
9.0112,1.26495
9.8304,1.2653
10.6496,1.26505
11.4688,1.265
12.288,1.2657
13.1072,1.26535
13.9264,1.26562
14.7456,1.26534
15.5648,1.26627
16.384,1.26636
17.2032,1.26602
18.0224,1.26594
18.8416,1.26612
19.6608,1.26687
20.48,1.26689
21.2992,1.26695
22.1184,1.26672
22.9376,1.26679
23.7568,1.26635
24.576,1.266
25.3952,1.26593
26.2144,1.26563
27.0336,1.26536
27.8528,1.26552
28.672,1.26474
29.4912,1.26502
30.3104,1.26528
31.1296,1.26519
31.9488,1.26415
32.768,1.26431
33.5872,1.26417
34.4064,1.26431
35.2256,1.26441
36.0448,1.26471
36.864,1.26502
37.6832,1.26499
38.5024,1.26494
39.3216,1.26496
40.1408,1.26584
40.96,1.26582
41.7792,1.26579
42.5984,1.26539
43.4176,1.26535
44.2368,1.26531
45.056,1.26506
45.8752,1.26498
46.6944,1.26505
47.5136,1.26512
48.3328,1.26422
49.152,1.26456
49.9712,1.26451
50.7904,1.26443
51.6096,1.26471
52.4288,1.26429
53.248,1.26449
54.0672,1.26459
54.8864,1.26463
55.7056,1.26424
56.5248,1.2647
57.344,1.26439
58.1632,1.26456
58.9824,1.26417
59.8016,1.2643
60.6208,1.26427
61.44,1.26434
62.2592,1.26441
63.0784,1.26404
63.8976,1.26381
64.7168,1.26356
65.536,1.26372
66.3552,1.26364
67.1744,1.26403
67.9936,1.26355
68.8128,1.26372
69.632,1.26371
70.4512,1.26369
71.2704,1.26419
72.0896,1.26456
72.9088,1.2644
73.728,1.26434
74.5472,1.26469
75.3664,1.26459
76.1856,1.26449
77.0048,1.26522
77.824,1.26523
78.6432,1.26509
79.4624,1.26506
80.2816,1.26412
81.1008,1.26448
81.92,1.26446
82.7392,1.26451
83.5584,1.26418
84.3776,1.26451
85.1968,1.2647
86.016,1.26455
86.8352,1.26457
87.6544,1.26521
88.4736,1.26528
89.2928,1.26515
90.112,1.265
90.9312,1.26492
91.7504,1.26479
92.5696,1.26545
93.3888,1.26558
94.208,1.26549
95.0272,1.26559
95.8464,1.26589
96.6656,1.26532
97.4848,1.26587
98.304,1.26505
99.1232,1.26524
99.9424,1.26509
100.7616,1.26478
101.5808,1.26522
102.4,1.26509
103.2192,1.26475
104.0384,1.26517
104.8576,1.26483
105.6768,1.26519
106.496,1.26483
107.3152,1.2648
108.1344,1.26489
108.9536,1.2641
109.7728,1.26448
110.592,1.26452
111.4112,1.26424
112.2304,1.26451
113.0496,1.2643
113.8688,1.26412
114.688,1.2645
115.5072,1.26442
116.3264,1.26413
117.1456,1.26439
117.9648,1.26473
118.784,1.26521
119.6032,1.26481
120.4224,1.26483
121.2416,1.26484
122.0608,1.26525
122.88,1.2652
123.6992,1.26478
124.5184,1.26512
125.3376,1.26491
126.1568,1.26475
126.976,1.26506
127.7952,1.26497
128.6144,1.26493
129.4336,1.26434
130.2528,1.2642
131.072,1.26445
131.8912,1.26428
132.7104,1.26461
133.5296,1.26444
134.3488,1.26469
135.168,1.26434
135.9872,1.26435
136.8064,1.26437
137.6256,1.26428
138.4448,1.26432
139.264,1.26452
140.0832,1.26412
140.9024,1.26506
141.7216,1.2651
142.5408,1.26531
143.36,1.26522
144.1792,1.26504
144.9984,1.26499
145.8176,1.26564
146.6368,1.26566
147.456,1.26536
148.2752,1.26565
149.0944,1.26585
149.9136,1.26525
150.7328,1.26479
151.552,1.26531
152.3712,1.26489
153.1904,1.26469
154.0096,1.26459
154.8288,1.26448
155.648,1.26451
156.4672,1.26401
157.2864,1.26352
158.1056,1.26447
158.9248,1.26412
159.744,1.26466
160.5632,1.26429
161.3824,1.26507
162.2016,1.26514
163.0208,1.26514
163.84,1.26571
164.6592,1.26589
165.4784,1.26532
166.2976,1.26543
167.1168,1.26576
167.936,1.26534
168.7552,1.26478
169.5744,1.26506
170.3936,1.265
171.2128,1.26418
172.032,1.26448
172.8512,1.26415
173.6704,1.26455
174.4896,1.26369
175.3088,1.26355
176.128,1.26381
176.9472,1.26382
177.7664,1.26357
178.5856,1.264
179.4048,1.26393
180.224,1.26386
181.0432,1.26416
181.8624,1.26432
182.6816,1.26418
183.5008,1.26433
184.32,1.26439
185.1392,1.26446
185.9584,1.2646
186.7776,1.26451
187.5968,1.2645
188.416,1.26453
189.2352,1.26456
190.0544,1.26424
190.8736,1.26415
191.6928,1.26433
192.512,1.26413
193.3312,1.26443
194.1504,1.26437
194.9696,1.26489
195.7888,1.26498
196.608,1.26484
197.4272,1.26484
198.2464,1.26523
199.0656,1.26482
199.8848,1.26488
200.704,1.26561
201.5232,1.26579
202.3424,1.26537
203.1616,1.265
203.9808,1.26508
204.8,1.26474
205.6192,1.26525
206.4384,1.26512
207.2576,1.26473
208.0768,1.26529
208.896,1.26434
209.7152,1.26457
210.5344,1.26444
211.3536,1.26424
212.1728,1.26481
212.992,1.26513
213.8112,1.26497
214.6304,1.26478
215.4496,1.26477
216.2688,1.26484
217.088,1.26549
217.9072,1.26532
218.7264,1.26561
219.5456,1.26565
220.3648,1.26536
221.184,1.26511
222.0032,1.26523
222.8224,1.26472
223.6416,1.26479
224.4608,1.26461
225.28,1.26431
226.0992,1.26423
226.9184,1.26409
227.7376,1.26364
228.5568,1.26408
229.376,1.26386
230.1952,1.26362
231.0144,1.26418
231.8336,1.26419
232.6528,1.26443
233.472,1.26461
234.2912,1.26511
235.1104,1.26532
235.9296,1.26485
236.7488,1.26565
237.568,1.26542
238.3872,1.26586
239.2064,1.2658
240.0256,1.26578
240.8448,1.2656
241.664,1.26545
242.4832,1.26561
243.3024,1.26558
244.1216,1.26547
244.9408,1.26479
245.76,1.26477
246.5792,1.26516
247.3984,1.2653
248.2176,1.26509
249.0368,1.26518
249.856,1.26439
250.6752,1.2642
251.4944,1.2642
252.3136,1.26471
253.1328,1.26448
253.952,1.26445
254.7712,1.2643
255.5904,1.26432
256.4096,1.26429
257.2288,1.26419
258.048,1.26443
258.8672,1.26418
259.6864,1.26426
260.5056,1.26444
261.3248,1.26467
262.144,1.26432
262.9632,1.2647
263.7824,1.26422
264.6016,1.26464
265.4208,1.26446
266.24,1.2649
267.0592,1.2651
267.8784,1.26526
268.6976,1.26475
269.5168,1.26514
270.336,1.26579
271.1552,1.26585
271.9744,1.26552
272.7936,1.26542
273.6128,1.26564
274.432,1.26561
275.2512,1.2654
276.0704,1.26539
276.8896,1.26551
277.7088,1.26572
278.528,1.26591
279.3472,1.26582
280.1664,1.2659
280.9856,1.2656
281.8048,1.26556
282.624,1.26545
283.4432,1.2654
284.2624,1.26565
285.0816,1.26587
285.9008,1.26586
286.72,1.2657
287.5392,1.26583
288.3584,1.26589
289.1776,1.26539
289.9968,1.26548
290.816,1.26583
291.6352,1.26574
292.4544,1.26558
293.2736,1.26586
294.0928,1.2659
294.912,1.26573
295.7312,1.26542
296.5504,1.26578
297.3696,1.26535
298.1888,1.26512
299.008,1.26506
299.8272,1.26527
300.6464,1.26499
301.4656,1.26489
302.2848,1.26482
303.104,1.26531
303.9232,1.26528
304.7424,1.26475
305.5616,1.26523
306.3808,1.26513
307.2,1.26496
308.0192,1.26523
308.8384,1.26477
309.6576,1.26489
310.4768,1.26471
311.296,1.26421
312.1152,1.2642
312.9344,1.26458
313.7536,1.26438
314.5728,1.26432
315.392,1.26361
316.2112,1.26394
317.0304,1.26381
317.8496,1.26364
318.6688,1.26392
319.488,1.26382
320.3072,1.2638
321.1264,1.26469
321.9456,1.26463
322.7648,1.26424
323.584,1.26439
324.4032,1.26415
325.2224,1.26475
326.0416,1.26489
326.8608,1.26498
327.68,1.26514
328.4992,1.26519
329.3184,1.26484
330.1376,1.26489
330.9568,1.26484
331.776,1.26495
332.5952,1.26478
333.4144,1.26531
334.2336,1.26478
335.0528,1.26491
335.872,1.26465
336.6912,1.26417
337.5104,1.26427
338.3296,1.26364
339.1488,1.26402
339.968,1.26376
340.7872,1.26381
341.6064,1.26379
342.4256,1.26365
343.2448,1.26391
344.064,1.26376
344.8832,1.26358
345.7024,1.264
346.5216,1.26448
347.3408,1.26432
348.16,1.26452
348.9792,1.26414
349.7984,1.26467
350.6176,1.26466
351.4368,1.26451
352.256,1.26444
353.0752,1.2645
353.8944,1.26438
354.7136,1.26396
355.5328,1.26354
356.352,1.26378
357.1712,1.26402
357.9904,1.2641
358.8096,1.26419
359.6288,1.26454
360.448,1.26468
361.2672,1.2647
362.0864,1.26427
362.9056,1.26468
363.7248,1.26432
364.544,1.2643
365.3632,1.26486
366.1824,1.26474
367.0016,1.26497
367.8208,1.26483
368.64,1.26517
369.4592,1.26501
370.2784,1.26474
371.0976,1.26569
371.9168,1.26548
372.736,1.26546
373.5552,1.26587
374.3744,1.26579
375.1936,1.26591
376.0128,1.26565
376.832,1.26591
377.6512,1.26565
378.4704,1.26586
379.2896,1.26495
380.1088,1.26505
380.928,1.26515
381.7472,1.26511
382.5664,1.26472
383.3856,1.2648
384.2048,1.26489
385.024,1.26472
385.8432,1.26526
386.6624,1.26471
387.4816,1.26473
388.3008,1.26475
389.12,1.26479
389.9392,1.26496
390.7584,1.26518
391.5776,1.26493
392.3968,1.26434
393.216,1.26444
394.0352,1.26427
394.8544,1.26447
395.6736,1.26412
396.4928,1.26435
397.312,1.26455
398.1312,1.26452
398.9504,1.26441
399.7696,1.26465
400.5888,1.26425
401.408,1.26467
402.2272,1.26514
403.0464,1.26531
403.8656,1.26496
404.6848,1.26521
405.504,1.26515
406.3232,1.26471
407.1424,1.26421
407.9616,1.26459
408.7808,1.26429
409.6,1.26466
410.4192,1.26441
411.2384,1.26403
412.0576,1.26404
412.8768,1.26402
413.696,1.26381
414.5152,1.26387
415.3344,1.2637
416.1536,1.26388
416.9728,1.26373
417.792,1.26359
418.6112,1.26356
419.4304,1.26355
420.2496,1.26403
421.0688,1.26383
421.888,1.26453
422.7072,1.2641
423.5264,1.26456
424.3456,1.26434
425.1648,1.26434
425.984,1.26482
426.8032,1.2649
427.6224,1.26517
428.4416,1.26472
429.2608,1.26482
430.08,1.26552
430.8992,1.26537
431.7184,1.2654
432.5376,1.26534
433.3568,1.26545
434.176,1.26556
434.9952,1.26485
435.8144,1.26503
436.6336,1.26514
437.4528,1.26485
438.272,1.26521
439.0912,1.26509
439.9104,1.26464
440.7296,1.26456
441.5488,1.26463
442.368,1.26426
443.1872,1.26469
444.0064,1.26457
444.8256,1.26468
445.6448,1.26422
446.464,1.26424
447.2832,1.26469
448.1024,1.26448
448.9216,1.26433
449.7408,1.26445
450.56,1.26464
451.3792,1.26465
452.1984,1.26419
453.0176,1.26446
453.8368,1.26468
454.656,1.26439
455.4752,1.26487
456.2944,1.26529
457.1136,1.26528
457.9328,1.26476
458.752,1.26508
459.5712,1.26471
460.3904,1.26572
461.2096,1.26577
462.0288,1.26582
462.848,1.26538
463.6672,1.26544
464.4864,1.26567
465.3056,1.2655
466.1248,1.2658
466.944,1.26547
467.7632,1.26482
468.5824,1.26483
469.4016,1.26476
470.2208,1.26526
471.04,1.26504
