 time [ms],current channel 1
0,0.823808
0.8192,0.823919
1.6384,0.824041
2.4576,0.824122
3.2768,0.824172
4.096,0.824213
4.9152,0.824265
5.7344,0.824265
6.5536,0.824299
7.3728,0.82429
8.192,0.824287
9.0112,0.824262
9.8304,0.824219
10.6496,0.824142
11.4688,0.824089
12.288,0.823959
13.1072,0.823914
13.9264,0.823807
14.7456,0.82368
15.5648,0.823539
16.384,0.823458
17.2032,0.823387
18.0224,0.823254
18.8416,0.823104
19.6608,0.823052
20.48,0.82298
21.2992,0.822941
22.1184,0.82295
22.9376,0.822898
23.7568,0.822872
24.576,0.82286
25.3952,0.822911
26.2144,0.822895
27.0336,0.822932
27.8528,0.822958
28.672,0.822979
29.4912,0.823064
30.3104,0.823063
31.1296,0.823116
31.9488,0.823213
32.768,0.82319
33.5872,0.823222
34.4064,0.823242
35.2256,0.82334
36.0448,0.823304
36.864,0.823313
37.6832,0.823368
38.5024,0.823427
39.3216,0.823411
40.1408,0.823496
40.96,0.823531
41.7792,0.823586
42.5984,0.823643
43.4176,0.823663
44.2368,0.823648
45.056,0.823626
45.8752,0.823605
46.6944,0.823566
47.5136,0.823465
48.3328,0.823461
49.152,0.823288
49.9712,0.823256
50.7904,0.823276
51.6096,0.823212
52.4288,0.823185
53.248,0.82325
54.0672,0.823316
54.8864,0.823377
55.7056,0.823498
56.5248,0.823638
57.344,0.823747
58.1632,0.82384
58.9824,0.823997
59.8016,0.824041
60.6208,0.824103
61.44,0.824081
62.2592,0.82411
63.0784,0.824024
63.8976,0.82399
64.7168,0.823833
65.536,0.82376
66.3552,0.823604
67.1744,0.823494
67.9936,0.823385
68.8128,0.823297
69.632,0.823168
70.4512,0.823112
71.2704,0.823143
72.0896,0.823107
72.9088,0.823105
73.728,0.823118
74.5472,0.82318
75.3664,0.823213
76.1856,0.823238
77.0048,0.823313
77.824,0.8234
78.6432,0.823381
79.4624,0.823373
80.2816,0.823412
81.1008,0.823452
81.92,0.823446
82.7392,0.823432
83.5584,0.823437
84.3776,0.823448
85.1968,0.823418
86.016,0.82344
86.8352,0.823435
87.6544,0.823455
88.4736,0.823433
89.2928,0.823433
90.112,0.823453
90.9312,0.823447
91.7504,0.823425
92.5696,0.823439
93.3888,0.823509
94.208,0.823568
95.0272,0.823617
95.8464,0.823674
96.6656,0.823772
97.4848,0.82395
98.304,0.82401
99.1232,0.824131
99.9424,0.82415
100.7616,0.824169
101.5808,0.824139
102.4,0.824114
103.2192,0.823965
104.0384,0.823829
104.8576,0.823564
105.6768,0.823297
106.496,0.823093
107.3152,0.822807
108.1344,0.822551
108.9536,0.822389
109.7728,0.822207
110.592,0.822115
111.4112,0.822045
112.2304,0.822037
113.0496,0.822066
113.8688,0.822236
114.688,0.82232
115.5072,0.822533
116.3264,0.822774
117.1456,0.822948
117.9648,0.823107
118.784,0.823292
119.6032,0.8235
120.4224,0.823641
121.2416,0.823744
122.0608,0.82377
122.88,0.823818
123.6992,0.82381
124.5184,0.823785
125.3376,0.823755
126.1568,0.823637
126.976,0.823583
127.7952,0.823491
128.6144,0.823389
129.4336,0.82329
130.2528,0.82324
131.072,0.823176
131.8912,0.82319
132.7104,0.823123
133.5296,0.823153
134.3488,0.823212
135.168,0.823173
135.9872,0.823196
136.8064,0.823267
137.6256,0.823238
138.4448,0.823299
139.264,0.823299
140.0832,0.8234
140.9024,0.823377
141.7216,0.823444
142.5408,0.823438
143.36,0.823465
144.1792,0.823582
144.9984,0.823639
145.8176,0.823603
146.6368,0.823672
147.456,0.823707
148.2752,0.823741
149.0944,0.823742
149.9136,0.823723
150.7328,0.823654
151.552,0.823623
152.3712,0.823562
153.1904,0.823492
154.0096,0.823386
154.8288,0.823226
155.648,0.823125
156.4672,0.823061
157.2864,0.82294
158.1056,0.822822
158.9248,0.822699
159.744,0.822639
160.5632,0.822588
161.3824,0.82255
162.2016,0.822521
163.0208,0.822553
163.84,0.822644
164.6592,0.822715
165.4784,0.822822
166.2976,0.82292
167.1168,0.823085
167.936,0.823275
168.7552,0.823344
169.5744,0.823534
170.3936,0.823689
171.2128,0.82382
172.032,0.823938
172.8512,0.823999
173.6704,0.824017
174.4896,0.824036
175.3088,0.824031
176.128,0.823993
176.9472,0.823913
177.7664,0.823841
178.5856,0.823773
179.4048,0.823725
180.224,0.8237
181.0432,0.823599
181.8624,0.823607
182.6816,0.823633
183.5008,0.823615
184.32,0.823587
185.1392,0.823588
185.9584,0.823618
186.7776,0.823586
187.5968,0.823584
188.416,0.823503
189.2352,0.823416
190.0544,0.823325
190.8736,0.823272
191.6928,0.823065
192.512,0.822929
193.3312,0.822875
194.1504,0.822762
194.9696,0.822717
195.7888,0.822662
196.608,0.822655
197.4272,0.822703
198.2464,0.82274
199.0656,0.822807
199.8848,0.822929
200.704,0.823079
201.5232,0.823202
202.3424,0.823246
203.1616,0.823317
203.9808,0.823345
204.8,0.82337
205.6192,0.823319
206.4384,0.823272
207.2576,0.823201
208.0768,0.823149
208.896,0.823003
209.7152,0.82296
210.5344,0.822971
211.3536,0.822957
212.1728,0.823022
212.992,0.82313
213.8112,0.823244
214.6304,0.823455
215.4496,0.823612
216.2688,0.823798
217.088,0.824008
217.9072,0.824169
218.7264,0.824224
219.5456,0.824257
220.3648,0.824367
221.184,0.824306
222.0032,0.824169
222.8224,0.823983
223.6416,0.823814
224.4608,0.823529
225.28,0.823331
226.0992,0.823149
226.9184,0.822951
227.7376,0.822781
228.5568,0.822613
229.376,0.822574
230.1952,0.822553
231.0144,0.822589
231.8336,0.822637
232.6528,0.822679
233.472,0.8228
234.2912,0.822855
235.1104,0.822949
235.9296,0.823026
236.7488,0.823048
237.568,0.823125
238.3872,0.823144
239.2064,0.823103
240.0256,0.823087
240.8448,0.823076
241.664,0.823071
242.4832,0.823071
243.3024,0.823116
244.1216,0.823148
244.9408,0.823274
245.76,0.823315
246.5792,0.823369
247.3984,0.823471
248.2176,0.823567
249.0368,0.823605
249.856,0.823596
250.6752,0.823604
251.4944,0.823591
252.3136,0.823539
253.1328,0.823477
253.952,0.823374
254.7712,0.823277
255.5904,0.823184
256.4096,0.823058
257.2288,0.822951
258.048,0.822895
258.8672,0.822847
259.6864,0.822796
260.5056,0.822838
261.3248,0.822797
262.144,0.822828
262.9632,0.822832
263.7824,0.822792
264.6016,0.822809
265.4208,0.822852
266.24,0.822754
267.0592,0.82275
267.8784,0.822687
268.6976,0.822685
269.5168,0.82267
270.336,0.822712
