 time [ms],current channel 1
0,0.895083
0.8192,0.895032
1.6384,0.894929
2.4576,0.894849
3.2768,0.894788
4.096,0.894762
4.9152,0.894831
5.7344,0.894835
6.5536,0.894964
7.3728,0.895046
8.192,0.895135
9.0112,0.895252
9.8304,0.895373
10.6496,0.895519
11.4688,0.895654
12.288,0.895778
13.1072,0.895813
13.9264,0.895855
14.7456,0.895967
15.5648,0.895915
16.384,0.895917
17.2032,0.895951
18.0224,0.895932
18.8416,0.895959
19.6608,0.89587
20.48,0.895841
21.2992,0.895776
22.1184,0.895709
22.9376,0.895646
23.7568,0.895547
24.576,0.895379
25.3952,0.895297
26.2144,0.895173
27.0336,0.895004
27.8528,0.894927
28.672,0.894761
29.4912,0.894688
30.3104,0.894605
31.1296,0.894547
31.9488,0.894469
32.768,0.894456
33.5872,0.894455
34.4064,0.894551
35.2256,0.894624
36.0448,0.894644
36.864,0.894792
37.6832,0.894913
38.5024,0.895047
39.3216,0.8951
40.1408,0.895226
40.96,0.895266
41.7792,0.895334
42.5984,0.895339
43.4176,0.895304
44.2368,0.895206
45.056,0.895169
45.8752,0.895019
46.6944,0.894861
47.5136,0.8947
48.3328,0.894536
49.152,0.894436
49.9712,0.894271
50.7904,0.894187
51.6096,0.894125
52.4288,0.894129
53.248,0.894085
54.0672,0.894113
54.8864,0.894202
55.7056,0.894318
56.5248,0.894354
57.344,0.894495
58.1632,0.894631
58.9824,0.894639
59.8016,0.894752
60.6208,0.894756
61.44,0.894846
62.2592,0.894833
63.0784,0.894818
63.8976,0.894928
64.7168,0.894927
65.536,0.894934
66.3552,0.894888
67.1744,0.894959
67.9936,0.894951
68.8128,0.894951
69.632,0.895055
70.4512,0.895113
71.2704,0.895087
72.0896,0.895167
72.9088,0.895171
73.728,0.895229
74.5472,0.895213
75.3664,0.895266
76.1856,0.895343
77.0048,0.895309
77.824,0.895401
78.6432,0.895435
79.4624,0.895602
80.2816,0.895617
81.1008,0.895749
81.92,0.895804
82.7392,0.89591
83.5584,0.895966
84.3776,0.896026
85.1968,0.896087
86.016,0.89605
86.8352,0.896061
87.6544,0.896015
88.4736,0.895989
89.2928,0.895954
90.112,0.895807
90.9312,0.895751
91.7504,0.895699
92.5696,0.895637
93.3888,0.895514
94.208,0.895449
95.0272,0.895378
95.8464,0.895317
96.6656,0.895294
97.4848,0.895243
98.304,0.895127
99.1232,0.89508
99.9424,0.895026
100.7616,0.894982
101.5808,0.894929
