 time [ms],current channel 1
0,1.58348
0.8192,1.58371
1.6384,1.58342
2.4576,1.58379
3.2768,1.58372
4.096,1.58347
4.9152,1.58334
5.7344,1.58351
6.5536,1.58342
7.3728,1.58383
8.192,1.58383
9.0112,1.58367
9.8304,1.58382
10.6496,1.58379
11.4688,1.58381
12.288,1.58386
13.1072,1.5836
13.9264,1.58353
14.7456,1.58386
15.5648,1.58371
16.384,1.58382
17.2032,1.58389
18.0224,1.58362
18.8416,1.58389
19.6608,1.58334
20.48,1.58337
21.2992,1.58362
22.1184,1.58365
22.9376,1.58358
23.7568,1.58407
24.576,1.58399
25.3952,1.58394
26.2144,1.58425
27.0336,1.58408
27.8528,1.58403
28.672,1.58405
29.4912,1.58446
30.3104,1.58407
31.1296,1.58454
31.9488,1.58352
32.768,1.58377
33.5872,1.58359
34.4064,1.58362
35.2256,1.58362
36.0448,1.58336
36.864,1.58293
37.6832,1.58309
38.5024,1.58295
39.3216,1.5833
40.1408,1.58315
40.96,1.58306
41.7792,1.58332
42.5984,1.58318
43.4176,1.58326
44.2368,1.58306
45.056,1.58289
45.8752,1.5832
46.6944,1.58337
47.5136,1.58341
48.3328,1.58377
49.152,1.58336
49.9712,1.58355
50.7904,1.58345
51.6096,1.58437
52.4288,1.58433
53.248,1.58425
54.0672,1.58447
54.8864,1.58402
55.7056,1.5843
56.5248,1.58427
57.344,1.58397
58.1632,1.58476
58.9824,1.58511
59.8016,1.58464
60.6208,1.58475
61.44,1.58503
62.2592,1.58504
63.0784,1.58508
63.8976,1.58419
64.7168,1.58447
65.536,1.5842
66.3552,1.58402
67.1744,1.58443
67.9936,1.58343
68.8128,1.58362
69.632,1.58363
70.4512,1.58339
71.2704,1.58372
72.0896,1.58332
72.9088,1.58288
73.728,1.58298
74.5472,1.58297
75.3664,1.5831
76.1856,1.58329
77.0048,1.58329
77.824,1.58296
78.6432,1.58274
79.4624,1.58313
80.2816,1.58279
81.1008,1.58314
81.92,1.58289
82.7392,1.58284
83.5584,1.58285
84.3776,1.5828
85.1968,1.58306
86.016,1.58285
86.8352,1.58283
87.6544,1.58324
88.4736,1.5832
89.2928,1.58288
90.112,1.58308
90.9312,1.58291
91.7504,1.58315
92.5696,1.5824
93.3888,1.58259
94.208,1.58241
95.0272,1.58173
95.8464,1.58204
96.6656,1.58172
97.4848,1.58198
98.304,1.58177
99.1232,1.58202
99.9424,1.58252
100.7616,1.5824
101.5808,1.58221
102.4,1.58257
103.2192,1.58318
104.0384,1.58287
104.8576,1.58317
105.6768,1.58286
106.496,1.58292
107.3152,1.58301
108.1344,1.58295
108.9536,1.58282
109.7728,1.58305
110.592,1.5831
111.4112,1.58303
112.2304,1.58308
